college_name,college_code,college_division_name,college_division_code,department_name,department_code,major_name,major_code,program_name,program_code,cip_code,academic_period
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,Russian and Slavic Studies,,Russian,RUSS,Russian - Bachelor of Arts: Language-Intensive Emphasis,LANGINT,16.0402,Spring 2021
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Hispanic Linguistics Emphasis,HISLIN,16.0905,Fall 2020
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Hispanic Linguistics Emphasis,HISLIN,16.0905,Spring 2021
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Hispanic Literature Emphasis,HISLIT,16.0905,Fall 2020
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Hispanic Literature Emphasis,HISLIT,16.0905,Spring 2021
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Spanish & Portuguese Emphasis,SPANPORT,16.0905,Fall 2020
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Spanish & Portuguese Emphasis,SPANPORT,16.0905,Spring 2021
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Translation & Interpretation Emphasis,TRINT,16.0905,Fall 2020
College of Humanities,HMNT,,,Spanish and Portuguese,,Spanish,SPAN,Spanish - Bachelor of Arts: Translation & Interpretation Emphasis,TRINT,16.0905,Spring 2021
College of Humanities,HMNT,,,Public & Applied Humanities,,World Literature,WLIT,World Literature - Bachelor of Art,WLIT,16.0104,Fall 2020
College of Humanities,HMNT,,,Public & Applied Humanities,,World Literature,WLIT,World Literature - Bachelor of Art,WLIT,16.0104,Spring 2021
College of Medicine,MD,,,Dept of Emergency Medicine,,Emergency Medical Services,EMS,Emergency Medical Services - Bachelor of Science,EMS,51.0904,Fall 2020
College of Medicine,MD,,,Dept of Emergency Medicine,,Emergency Medical Services,EMS,Emergency Medical Services - Bachelor of Science,EMS,51.0904,Spring 2021
College of Medicine,MD,,,Physiology-Undergraduate Prog,,Physiology and Medical Sciences,PSIOM,Physiology and Medical Sciences,PSIOM,26.0901,Fall 2020
College of Medicine,MD,,,Physiology-Undergraduate Prog,,Physiology and Medical Sciences,PSIOM,Physiology and Medical Sciences,PSIOM,26.0901,Spring 2021
College of Nursing,NURS,,,,,Nursing,NURS,Nursing - BS in Nursing: Conventional Emphasis,CONV,51.3801,Fall 2020
College of Nursing,NURS,,,,,Nursing,NURS,Nursing - BS in Nursing: Conventional Emphasis,CONV,51.3801,Spring 2021
College of Nursing,NURS,,,,,Nursing,NURS,Nursing - BS in Nursing: Integrative Health Emphasis,IH,51.3801,Fall 2020
College of Nursing,NURS,,,,,Nursing,NURS,Nursing - BS in Nursing: Integrative Health Emphasis,IH,51.3801,Spring 2021
College of Pharmacy,PHRM,,,Pharmacology and Toxicology,,Pharmaceutical Sciences,PHSC,Pharmaceutical Sciences - Bachelors of Science,PHSC,51.201,Fall 2020
College of Pharmacy,PHRM,,,Pharmacology and Toxicology,,Pharmaceutical Sciences,PHSC,Pharmaceutical Sciences - Bachelors of Science,PHSC,51.201,Spring 2021
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Environmental and Occupational Health Emphasis,ENVOCCHLT,51.2201,Fall 2020
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Environmental and Occupational Health Emphasis,ENVOCCHLT,51.2201,Spring 2021
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Global Health Emphasis,GLHLT,51.2201,Fall 2020
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Global Health Emphasis,GLHLT,51.2201,Spring 2021
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Health Promotion Emphasis,HLPROMO,51.2201,Fall 2020
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Health Promotion Emphasis,HLPROMO,51.2201,Spring 2021
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Health Systems Theory and Practice Emphasis,HSTP,51.2201,Fall 2020
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Health Systems Theory and Practice Emphasis,HSTP,51.2201,Spring 2021
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Public Health Practice Emphasis,PHLPR,51.2201,Fall 2020
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Public Health Practice Emphasis,PHLPR,51.2201,Spring 2021
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Quantitative Methods in Public Health Emphasis,QNTMPH,51.2201,Fall 2020
College of Public Health,PBLH,,,Public Health Administration,,Public Health,PHL,Public Health - Bachelor of Science: Quantitative Methods in Public Health Emphasis,QNTMPH,51.2201,Spring 2021
College of Science,SCNC,,,Physics,,Applied Physics,APHYS,Applied Physics - Bachelor of Science,USCNC,14.1201,Fall 2020
College of Science,SCNC,,,Physics,,Applied Physics,APHYS,Applied Physics - Bachelor of Science,USCNC,14.1201,Spring 2021
College of Science,SCNC,,,Astronomy,,Astronomy,ASTR,Astronomy - Bachelor of Science,ASTR,40.0201,Fall 2020
College of Science,SCNC,,,Astronomy,,Astronomy,ASTR,Astronomy - Bachelor of Science,ASTR,40.0201,Spring 2021
College of Science,SCNC,,,Chemistry & Biochemistry - Sci,,Biochemistry,BIOC,Biochemistry - Bachelor of Arts,BIOC,26.0202,Fall 2020
College of Science,SCNC,,,Chemistry & Biochemistry - Sci,,Biochemistry,BIOC,Biochemistry - Bachelor of Arts,BIOC,26.0202,Spring 2021
College of Science,SCNC,,,Chemistry & Biochemistry - Sci,,Biochemistry,BIOC,Biochemistry - Bachelor of Science,BIOC,26.0202,Fall 2020
College of Science,SCNC,,,Chemistry & Biochemistry - Sci,,Biochemistry,BIOC,Biochemistry - Bachelor of Science,BIOC,26.0202,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Computer Science Emphasis,CSCI,26.1103,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Computer Science Emphasis,CSCI,26.1103,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Ecology & Evolutionary Biology Emphasis,EEBIO,26.1103,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Ecology & Evolutionary Biology Emphasis,EEBIO,26.1103,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Molecular and Cellular Biology Emphasis,MCBIO,26.1103,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Molecular and Cellular Biology Emphasis,MCBIO,26.1103,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Systems Biology Emphasis,SYSBIO,26.1103,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Bioinformatics,BIOIN,Bioinformatics - Bachelor of Science: Systems Biology Emphasis,SYSBIO,26.1103,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Biology ,BIOL,Biology - Bachelor of Science: Biomedical Sciences Emphasis,BS,26.0101,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Biology ,BIOL,Biology - Bachelor of Science: Biomedical Sciences Emphasis,BS,26.0101,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Biology ,BIOL,Biology - Bachelor of Science: Organismal Biology Emphasis,OB,26.0101,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Biology ,BIOL,Biology - Bachelor of Science: Organismal Biology Emphasis,OB,26.0101,Spring 2021
College of Science,SCNC,,,Chemistry,,Chemistry,CHEM,Chemistry - Bachelor of Arts,CHEM,40.0501,Fall 2020
College of Science,SCNC,,,Chemistry,,Chemistry,CHEM,Chemistry - Bachelor of Arts,CHEM,40.0501,Spring 2021
College of Science,SCNC,,,Chemistry,,Chemistry,CHEM,Chemistry - Bachelor of Science,CHEM,40.0501,Fall 2020
College of Science,SCNC,,,Chemistry,,Chemistry,CHEM,Chemistry - Bachelor of Science,CHEM,40.0501,Spring 2021
College of Science,SCNC,,,Computer Science,,Computer Science,COSC,Computer Science - Bachelor of Arts,COSC,11.0701,Fall 2020
College of Science,SCNC,,,Computer Science,,Computer Science,COSC,Computer Science - Bachelor of Arts,COSC,11.0701,Spring 2021
College of Science,SCNC,,,Computer Science,,Computer Science,COSC,Computer Science - Bachelor of Science,COSC,11.0701,Fall 2020
College of Science,SCNC,,,Computer Science,,Computer Science,COSC,Computer Science - Bachelor of Science,COSC,11.0701,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Ecology & Evolutionary Biology,ECOL,Ecology & Evolutionary Biology - Bachelor of Arts,ECOL,26.131,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Ecology & Evolutionary Biology,ECOL,Ecology & Evolutionary Biology - Bachelor of Arts,ECOL,26.131,Spring 2021
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Ecology & Evolutionary Biology,ECOL,Ecology & Evolutionary Biology - Bachelor of Science,ECOL,26.131,Fall 2020
College of Science,SCNC,,,Ecology & Evolutionary Biology,,Ecology & Evolutionary Biology,ECOL,Ecology & Evolutionary Biology - Bachelor of Science,ECOL,26.131,Spring 2021
College of Science,SCNC,School of Earth And Environmental Sciences,,Geosciences,,Geosciences,GEOS,"Geosciences - Bachelor of Science: Earth, Ocean, and Climate Emphasis",EOC,40.0601,Fall 2020
College of Science,SCNC,School of Earth And Environmental Sciences,,Geosciences,,Geosciences,GEOS,"Geosciences - Bachelor of Science: Earth, Ocean, and Climate Emphasis",EOC,40.0601,Spring 2021
College of Science,SCNC,School of Earth And Environmental Sciences,,Geosciences,,Geosciences,GEOS,Geosciences - Bachelor of Science: Geology Emphasis,GEO,40.0601,Fall 2020
College of Science,SCNC,School of Earth And Environmental Sciences,,Geosciences,,Geosciences,GEOS,Geosciences - Bachelor of Science: Geology Emphasis,GEO,40.0601,Spring 2021
College of Science,SCNC,School of Earth And Environmental Sciences,,Geosciences,,Geosciences,GEOS,Geosciences - Bachelor of Science: Geophysics Emphasis,GEOPHYS,40.0601,Fall 2020
College of Science,SCNC,School of Earth And Environmental Sciences,,Geosciences,,Geosciences,GEOS,Geosciences - Bachelor of Science: Geophysics Emphasis,GEOPHYS,40.0601,Spring 2021
College of Science,SCNC,School of Earth And Environmental Sciences,,Hydrology & Atmospheric Sci,,Hydrology and Atmospheric Sciences,HAS,Hydrology and Atmospheric Sciences - Bachelor of Science: Atmospheric Sciences Emphasis,ATMO,40.0605,Fall 2020
College of Science,SCNC,School of Earth And Environmental Sciences,,Hydrology & Atmospheric Sci,,Hydrology and Atmospheric Sciences,HAS,Hydrology and Atmospheric Sciences - Bachelor of Science: Atmospheric Sciences Emphasis,ATMO,40.0605,Spring 2021
College of Science,SCNC,School of Earth And Environmental Sciences,,Hydrology & Atmospheric Sci,,Hydrology and Atmospheric Sciences,HAS,Hydrology and Atmospheric Sciences - Bachelor of Science: Environmental Hydrology and Water Resources Emphasis,EHY,40.0605,Fall 2020
College of Science,SCNC,School of Earth And Environmental Sciences,,Hydrology & Atmospheric Sci,,Hydrology and Atmospheric Sciences,HAS,Hydrology and Atmospheric Sciences - Bachelor of Science: Environmental Hydrology and Water Resources Emphasis,EHY,40.0605,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Applied Emphasis,APPD,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Applied Emphasis,APPD,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Comprehensive Emphasis,COMPREH,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Comprehensive Emphasis,COMPREH,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Computer Science Emphasis,COMSCI,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Computer Science Emphasis,COMSCI,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Economics / Business Emphasis,ECBUS,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Economics / Business Emphasis,ECBUS,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Life Sciences Emphasis,LIFESC,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Life Sciences Emphasis,LIFESC,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Mathematics Education Emphasis,MATHTEACH,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Mathematics Education Emphasis,MATHTEACH,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Probability / Statistics Emphasis,PROBSTAT,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Arts: Probability / Statistics Emphasis,PROBSTAT,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Applied Emphasis,APPL,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Applied Emphasis,APPL,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Comprehensive Emphasis,COMP,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Comprehensive Emphasis,COMP,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Computer Science Emphasis,COMPSCI,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Computer Science Emphasis,COMPSCI,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Economics / Business Emphasis,ECONBUS,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Economics / Business Emphasis,ECONBUS,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Life Sciences Emphasis,LIFESCI,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Life Sciences Emphasis,LIFESCI,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Mathematics Education Emphasis,MTEACH,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Mathematics Education Emphasis,MTEACH,27.0101,Spring 2021
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Probability / Statistics Emphasis,PROSTAT,27.0101,Fall 2020
College of Science,SCNC,,,Mathematics,,Mathematics,MATH,Mathematics - Bachelor of Science: Probability / Statistics Emphasis,PROSTAT,27.0101,Spring 2021
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Education and Communication Emphasis,EDC,26.0406,Fall 2020
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Education and Communication Emphasis,EDC,26.0406,Spring 2021
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Genetics and Human Health Emphasis,GHH,26.0406,Fall 2020
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Genetics and Human Health Emphasis,GHH,26.0406,Spring 2021
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Molecular and Cellular Biology Emphasis,MCBIOL,26.0406,Fall 2020
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Molecular and Cellular Biology Emphasis,MCBIOL,26.0406,Spring 2021
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Systems and Big Data Biology Emaphsis,SDB,26.0406,Fall 2020
College of Science,SCNC,,,Molecular and Cellular Biology,,Molecular & Cellular Biology,MCB,Molecular & Cellular Biology - Bachelor of Science: Systems and Big Data Biology Emaphsis,SDB,26.0406,Spring 2021
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Cognition Emphasis,COGN,26.1501,Fall 2020
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Cognition Emphasis,COGN,26.1501,Spring 2021
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Computation Emphasis,CPT,26.1501,Fall 2020
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Computation Emphasis,CPT,26.1501,Spring 2021
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Development and Aging Emphasis,DEVAG,26.1501,Fall 2020
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Development and Aging Emphasis,DEVAG,26.1501,Spring 2021
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Neurobiology Emphasis,NBI,26.1501,Fall 2020
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Neurobiology Emphasis,NBI,26.1501,Spring 2021
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Philosophy of Mind Emphasis,PHILMIND,26.1501,Fall 2020
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Philosophy of Mind Emphasis,PHILMIND,26.1501,Spring 2021
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Science Language & Communication Science Emphasis,LCS,26.1501,Fall 2020
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Science Language & Communication Science Emphasis,LCS,26.1501,Spring 2021
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Thematic Emphasis,THM,26.1501,Fall 2020
College of Science,SCNC,Sch of Mind Brain & Behavior,,,,Neuroscience and Cognitive Science,NCS,Neuroscience and Cognitive Science - Bachelor of Science: Thematic Emphasis,THM,26.1501,Spring 2021
College of Science,SCNC,,,Physics,,Physics,PHYS,Physics - Bachelor of Arts,PHYS,40.0801,Fall 2020
College of Science,SCNC,,,Physics,,Physics,PHYS,Physics - Bachelor of Arts,PHYS,40.0801,Spring 2021
College of Science,SCNC,,,Physics,,Physics,PHYS,Physics - Bachelor of Science,PHYS,40.0801,Fall 2020
College of Science,SCNC,,,Physics,,Physics,PHYS,Physics - Bachelor of Science,PHYS,40.0801,Spring 2021
College of Science,SCNC,,,Psychology,,Psychological Sciences,PSYS,Psychological Sciences - Bachelor of Science,PSYS,42.2704,Fall 2020
College of Science,SCNC,,,Psychology,,Psychological Sciences,PSYS,Psychological Sciences - Bachelor of Science,PSYS,42.2704,Spring 2021
College of Science,SCNC,,,Psychology,,Psychology,PSYC,Psychology - Bachelor of Arts,PSYC,42.0101,Fall 2020
College of Science,SCNC,,,Psychology,,Psychology,PSYC,Psychology - Bachelor of Arts,PSYC,42.0101,Spring 2021
College of Science,SCNC,,,Speech Language & Hearing Sci,,"Speech, Language & Hearing Science",SLHS,"Speech, Language & Hearing Science - Bachelor of Science",SLHS,51.0201,Fall 2020
College of Science,SCNC,,,Speech Language & Hearing Sci,,"Speech, Language & Hearing Science",SLHS,"Speech, Language & Hearing Science - Bachelor of Science",SLHS,51.0201,Spring 2021
College of Science,SCNC,Mathematics and Computational Sciences,,,,Statistics and Data Science,STATDS,Statistics and Data Science - Bachelor of Arts,STATDS,27.0503,Fall 2020
College of Science,SCNC,Mathematics and Computational Sciences,,,,Statistics and Data Science,STATDS,Statistics and Data Science - Bachelor of Arts,STATDS,27.0503,Spring 2021
College of Science,SCNC,Mathematics and Computational Sciences,,,,Statistics and Data Science,STATDS,Statistics and Data Science - Bachelor of Science,STATDS,27.0503,Fall 2020
College of Science,SCNC,Mathematics and Computational Sciences,,,,Statistics and Data Science,STATDS,Statistics and Data Science - Bachelor of Science,STATDS,27.0503,Spring 2021
College of Social and Behavior Science,SBS,,,American Indian Studies Prog,,American Indian Studies,AIS,American Indian Studies - Bachelor of Arts,AIS,5.0202,Fall 2020
College of Social and Behavior Science,SBS,,,American Indian Studies Prog,,American Indian Studies,AIS,American Indian Studies - Bachelor of Arts,AIS,5.0202,Spring 2021
College of Social and Behavior Science,SBS,School of Anthropology,,,,Anthropology,ANTH,Anthropology - Bachelor of Arts,ANTH,45.0201,Fall 2020
College of Social and Behavior Science,SBS,School of Anthropology,,,,Anthropology,ANTH,Anthropology - Bachelor of Arts,ANTH,45.0201,Spring 2021
College of Social and Behavior Science,SBS,School of Anthropology,,,,Anthropology,ANTH,Anthropology - Bachelor of Science: Archeological Science Emphasis,ARS,45.0201,Fall 2020
College of Social and Behavior Science,SBS,School of Anthropology,,,,Anthropology,ANTH,Anthropology - Bachelor of Science: Archeological Science Emphasis,ARS,45.0201,Spring 2021
College of Social and Behavior Science,SBS,School of Anthropology,,,,Anthropology,ANTH,Anthropology - Bachelor of Science: Human Biology Emphasis,HBI,45.0201,Fall 2020
College of Social and Behavior Science,SBS,School of Anthropology,,,,Anthropology,ANTH,Anthropology - Bachelor of Science: Human Biology Emphasis,HBI,45.0201,Spring 2021
College of Social and Behavior Science,SBS,School of Middle Eastern And North African Studies,,,,Arabic,ARB,Arabic - Bachelor of Arts,ARB,16.1101,Fall 2020
College of Social and Behavior Science,SBS,School of Middle Eastern And North African Studies,,,,Arabic,ARB,Arabic - Bachelor of Arts,ARB,16.1101,Spring 2021
College of Social and Behavior Science,SBS,School of Sociology,,,,"Care, Health and Society",CHS,"Care, Health and Society - Bachelor of Science",CHS,51.1504,Fall 2020
College of Social and Behavior Science,SBS,School of Sociology,,,,"Care, Health and Society",CHS,"Care, Health and Society - Bachelor of Science",CHS,51.1504,Spring 2021
College of Social and Behavior Science,SBS,,,Communication,,Communication,COMM,Communication - Bachelor of Arts,COMM,9.0101,Fall 2020
College of Social and Behavior Science,SBS,,,Communication,,Communication,COMM,Communication - Bachelor of Arts,COMM,9.0101,Spring 2021
College of Social and Behavior Science,SBS,,,English,,Creative Writing,CRTV,Creative Writing - Bachelor of Arts,CRTV,23.1302,Fall 2020
College of Social and Behavior Science,SBS,,,English,,Creative Writing,CRTV,Creative Writing - Bachelor of Arts,CRTV,23.1302,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Criminal Justice Studies,CJS,Criminal Justice Studies - Bachelor of Science,CJS,43.0301,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Criminal Justice Studies,CJS,Criminal Justice Studies - Bachelor of Science,CJS,43.0301,Spring 2021
College of Social and Behavior Science,SBS,,,English,,English,ENGL,English - Bachelor of Arts,ENGL,23.0101,Fall 2020
College of Social and Behavior Science,SBS,,,English,,English,ENGL,English - Bachelor of Arts,ENGL,23.0101,Spring 2021
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Environmental Studies,EVS,Environmental Studies - Bachelor of Arts,EVS,3.0103,Fall 2020
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Environmental Studies,EVS,Environmental Studies - Bachelor of Arts,EVS,3.0103,Spring 2021
College of Social and Behavior Science,SBS,,,Social & Behavioral Sci Admin,,Food Studies,FOOD,Food Studies - Bachelor of Arts,FOOD,19.0599,Fall 2020
College of Social and Behavior Science,SBS,,,Social & Behavioral Sci Admin,,Food Studies,FOOD,Food Studies - Bachelor of Arts,FOOD,19.0599,Spring 2021
College of Social and Behavior Science,SBS,,,Gender and Womens Studies,,Gender and Women's Studies,GWS,Gender and Women's Studies - Bachelor of Arts: Chicana / Latina Studies Emphasis,CHL,5.0207,Fall 2020
College of Social and Behavior Science,SBS,,,Gender and Womens Studies,,Gender and Women's Studies,GWS,Gender and Women's Studies - Bachelor of Arts: Chicana / Latina Studies Emphasis,CHL,5.0207,Spring 2021
College of Social and Behavior Science,SBS,,,Gender and Womens Studies,,Gender and Women's Studies,GWS,Gender and Women's Studies - Bachelor of Arts: General Track,GENGWS,5.0207,Fall 2020
College of Social and Behavior Science,SBS,,,Gender and Womens Studies,,Gender and Women's Studies,GWS,Gender and Women's Studies - Bachelor of Arts: General Track,GENGWS,5.0207,Spring 2021
College of Social and Behavior Science,SBS,,,Gender and Womens Studies,,Gender and Women's Studies,GWS,"Gender and Women's Studies - Bachelor of Arts: Queer, Trans&Sexuality Studies",QTSS,5.0207,Fall 2020
College of Social and Behavior Science,SBS,,,Gender and Womens Studies,,Gender and Women's Studies,GWS,"Gender and Women's Studies - Bachelor of Arts: Queer, Trans&Sexuality Studies",QTSS,5.0207,Spring 2021
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geographic Information Systems Technology,GIST,Geographic Information Systems Technology - Bachelor of Science,GIST,45.0701,Fall 2020
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geographic Information Systems Technology,GIST,Geographic Information Systems Technology - Bachelor of Science,GIST,45.0701,Spring 2021
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,Geography - Bachelor of Arts,GEOG,45.0701,Fall 2020
